date,is_weekend,is_holiday,admin_type,district,population,area_km2,vehicle_count,temperature,rainfall,humidity,air_quality,special_event,traffic_congestion_level
22/05/2023,FALSE,FALSE,Quận,Bắc Từ Liêm,340000,453,350004,273,957,74,102,0,67
22/05/2023,FALSE,FALSE,Quận,Hà Đông,404000,483,414700,265,1093,84,125,0,73
22/05/2023,FALSE,FALSE,Huyện,Thanh Trì,280000,63,285897,258,900,66,132,0,42
22/05/2023,FALSE,FALSE,Huyện,Gia Lâm,290500,115,298163,264,1160,75,102,0,68
22/05/2023,FALSE,FALSE,Huyện,Đông Anh,412000,182,414357,255,802,71,137,3,34
22/05/2023,FALSE,FALSE,Huyện,Sóc Sơn,347000,306,351546,246,841,73,95,0,37
22/05/2023,FALSE,FALSE,Huyện,Ba Vì,429500,424,436641,255,1157,69,98,0,12
22/05/2023,FALSE,FALSE,Huyện,Phúc Thọ,118500,117,122318,254,920,69,139,0,23
22/05/2023,FALSE,FALSE,Huyện,Thạch Thất,187500,184,188953,26,866,69,92,0,43
22/05/2023,FALSE,FALSE,Huyện,Quốc Oai,151000,148,157279,239,1144,73,96,3,34
22/05/2023,FALSE,FALSE,Huyện,Chương Mỹ,236500,232,240330,267,803,74,94,0,39
22/05/2023,FALSE,FALSE,Huyện,Đan Phượng,78500,77,80618,263,1156,84,112,3,49
22/05/2023,FALSE,FALSE,Huyện,Hoài Đức,84000,82,85838,26,914,80,147,0,43
22/05/2023,FALSE,FALSE,Huyện,Mỹ Đức,231000,226,233912,242,915,84,107,2,16
22/05/2023,FALSE,FALSE,Huyện,Ứng Hòa,187500,184,189854,26,1116,70,103,0,40
22/05/2023,FALSE,FALSE,Huyện,Thường Tín,131000,127,132869,26,885,82,84,0,41
22/05/2023,FALSE,FALSE,Huyện,Phú Xuyên,175500,171,177474,262,1161,68,147,0,21
22/05/2023,FALSE,FALSE,Huyện,Mê Linh,245000,142,254618,252,1111,69,129,0,35
22/05/2023,FALSE,FALSE,Huyện,Sơn Tây,148000,113,152136,245,954,82,84,0,38
23/05/2023,FALSE,FALSE,Quận,Ba Đình,223500,92,135988,27,849,73,99,3,84
23/05/2023,FALSE,FALSE,Quận,Hoàn Kiếm,136800,53,140629,269,866,84,122,0,97
23/05/2023,FALSE,FALSE,Quận,Hai Bà Trưng,307000,101,312688,262,893,77,140,0,76
23/05/2023,FALSE,FALSE,Quận,Đống Đa,375800,99,383450,273,1181,78,115,0,92
23/05/2023,FALSE,FALSE,Quận,Tây Hồ,162800,244,314766,257,901,65,88,0,53
23/05/2023,FALSE,FALSE,Quận,Cầu Giấy,296500,123,298708,267,815,84,112,0,88
23/05/2023,FALSE,FALSE,Quận,Thanh Xuân,296800,91,304093,267,1108,71,116,0,83
23/05/2023,FALSE,FALSE,Quận,Hoàng Mai,513000,403,517398,265,993,75,97,0,70
23/05/2023,FALSE,FALSE,Quận,Long Biên,326000,599,332183,273,1128,77,86,0,59
23/05/2023,FALSE,FALSE,Quận,Nam Từ Liêm,270000,322,275128,269,992,77,106,0,59
23/05/2023,FALSE,FALSE,Quận,Bắc Từ Liêm,340000,453,350004,273,842,72,123,0,67
23/05/2023,FALSE,FALSE,Quận,Hà Đông,404000,483,414700,265,1129,69,93,0,73
23/05/2023,FALSE,FALSE,Huyện,Thanh Trì,280000,63,285897,258,885,71,97,0,42
23/05/2023,FALSE,FALSE,Huyện,Gia Lâm,290500,115,298163,264,1161,71,120,0,68
23/05/2023,FALSE,FALSE,Huyện,Đông Anh,412000,182,414357,255,1183,65,87,0,34
23/05/2023,FALSE,FALSE,Huyện,Sóc Sơn,347000,306,351546,246,841,79,144,0,37
23/05/2023,FALSE,FALSE,Huyện,Ba Vì,429500,424,436641,255,1178,71,109,0,12
23/05/2023,FALSE,FALSE,Huyện,Phúc Thọ,118500,117,122318,254,1007,69,98,0,23
23/05/2023,FALSE,FALSE,Huyện,Thạch Thất,187500,184,188953,26,1182,78,102,0,43
23/05/2023,FALSE,FALSE,Huyện,Quốc Oai,151000,148,157279,239,1065,81,91,0,34
23/05/2023,FALSE,FALSE,Huyện,Chương Mỹ,236500,232,240330,267,1121,77,97,0,39
23/05/2023,FALSE,FALSE,Huyện,Đan Phượng,78500,77,80618,263,1149,76,137,0,49
23/05/2023,FALSE,FALSE,Huyện,Hoài Đức,84000,82,85838,26,1048,73,83,2,43
23/05/2023,FALSE,FALSE,Huyện,Mỹ Đức,231000,226,233912,242,1135,82,88,0,16
23/05/2023,FALSE,FALSE,Huyện,Ứng Hòa,187500,184,189854,26,1093,82,131,0,40
23/05/2023,FALSE,FALSE,Huyện,Thường Tín,131000,127,132869,26,863,83,82,0,41
23/05/2023,FALSE,FALSE,Huyện,Phú Xuyên,175500,171,177474,262,1096,73,93,0,21
23/05/2023,FALSE,FALSE,Huyện,Mê Linh,245000,142,254618,252,814,72,122,0,35
23/05/2023,FALSE,FALSE,Huyện,Sơn Tây,148000,113,152136,245,966,71,135,0,38
24/05/2023,FALSE,FALSE,Quận,Ba Đình,223500,92,135988,27,1092,74,109,0,84
24/05/2023,FALSE,FALSE,Quận,Hoàn Kiếm,136800,53,140629,269,998,68,116,0,97
24/05/2023,FALSE,FALSE,Quận,Hai Bà Trưng,307000,101,312688,262,1074,80,137,0,76
24/05/2023,FALSE,FALSE,Quận,Đống Đa,375800,99,383450,273,1002,71,135,0,92
24/05/2023,FALSE,FALSE,Quận,Tây Hồ,162800,244,314766,257,994,66,127,0,53
24/05/2023,FALSE,FALSE,Quận,Cầu Giấy,296500,123,298708,267,1027,69,106,0,88
24/05/2023,FALSE,FALSE,Quận,Thanh Xuân,296800,91,304093,267,881,74,143,0,83
24/05/2023,FALSE,FALSE,Quận,Hoàng Mai,513000,403,517398,265,1105,71,124,0,70
24/05/2023,FALSE,FALSE,Quận,Long Biên,326000,599,332183,273,897,75,101,0,59
24/05/2023,FALSE,FALSE,Quận,Nam Từ Liêm,270000,322,275128,269,923,69,121,0,59
24/05/2023,FALSE,FALSE,Quận,Bắc Từ Liêm,340000,453,350004,273,1113,65,84,0,67
24/05/2023,FALSE,FALSE,Quận,Hà Đông,404000,483,414700,265,995,82,84,0,73
24/05/2023,FALSE,FALSE,Huyện,Thanh Trì,280000,63,285897,258,1161,83,147,0,42
24/05/2023,FALSE,FALSE,Huyện,Gia Lâm,290500,115,298163,264,832,74,112,0,68
24/05/2023,FALSE,FALSE,Huyện,Đông Anh,412000,182,414357,255,907,84,136,0,34
24/05/2023,FALSE,FALSE,Huyện,Sóc Sơn,347000,306,351546,246,968,72,89,0,37
24/05/2023,FALSE,FALSE,Huyện,Ba Vì,429500,424,436641,255,917,70,126,0,12
24/05/2023,FALSE,FALSE,Huyện,Phúc Thọ,118500,117,122318,254,1099,77,134,5,23
24/05/2023,FALSE,FALSE,Huyện,Thạch Thất,187500,184,188953,26,1128,78,135,0,43
24/05/2023,FALSE,FALSE,Huyện,Quốc Oai,151000,148,157279,239,837,68,104,0,34
24/05/2023,FALSE,FALSE,Huyện,Chương Mỹ,236500,232,240330,267,858,68,121,0,39
24/05/2023,FALSE,FALSE,Huyện,Đan Phượng,78500,77,80618,263,1147,84,144,0,49
24/05/2023,FALSE,FALSE,Huyện,Hoài Đức,84000,82,85838,26,1110,75,149,0,43
24/05/2023,FALSE,FALSE,Huyện,Mỹ Đức,231000,226,233912,242,1003,70,131,0,16
24/05/2023,FALSE,FALSE,Huyện,Ứng Hòa,187500,184,189854,26,852,82,120,6,40
24/05/2023,FALSE,FALSE,Huyện,Thường Tín,131000,127,132869,26,991,72,141,0,41
24/05/2023,FALSE,FALSE,Huyện,Phú Xuyên,175500,171,177474,262,894,76,80,0,21
24/05/2023,FALSE,FALSE,Huyện,Mê Linh,245000,142,254618,252,966,70,135,0,35
24/05/2023,FALSE,FALSE,Huyện,Sơn Tây,148000,113,152136,245,963,76,87,0,38
25/05/2023,TRUE,FALSE,Quận,Ba Đình,223500,92,135988,27,1097,80,96,6,84
25/05/2023,TRUE,FALSE,Quận,Hoàn Kiếm,136800,53,140629,269,1071,78,107,0,97
25/05/2023,TRUE,FALSE,Quận,Hai Bà Trưng,307000,101,312688,262,1128,75,85,6,76
25/05/2023,TRUE,FALSE,Quận,Đống Đa,375800,99,383450,273,878,69,126,0,92
25/05/2023,TRUE,FALSE,Quận,Tây Hồ,162800,244,314766,257,1162,71,142,0,53
25/05/2023,TRUE,FALSE,Quận,Cầu Giấy,296500,123,298708,267,1198,81,119,0,88
25/05/2023,TRUE,FALSE,Quận,Thanh Xuân,296800,91,304093,267,818,68,135,0,83
25/05/2023,TRUE,FALSE,Quận,Hoàng Mai,513000,403,517398,265,850,68,93,0,70
25/05/2023,TRUE,FALSE,Quận,Long Biên,326000,599,332183,273,1033,79,135,0,59
25/05/2023,TRUE,FALSE,Quận,Nam Từ Liêm,270000,322,275128,269,840,72,97,0,59
25/05/2023,TRUE,FALSE,Quận,Bắc Từ Liêm,340000,453,350004,273,1128,65,91,0,67
25/05/2023,TRUE,FALSE,Quận,Hà Đông,404000,483,414700,265,913,76,142,0,73
25/05/2023,TRUE,FALSE,Huyện,Thanh Trì,280000,63,285897,258,1069,72,104,0,42
25/05/2023,TRUE,FALSE,Huyện,Gia Lâm,290500,115,298163,264,848,74,90,5,68
25/05/2023,TRUE,FALSE,Huyện,Đông Anh,412000,182,414357,255,911,69,114,0,34
25/05/2023,TRUE,FALSE,Huyện,Sóc Sơn,347000,306,351546,246,1147,68,127,0,37
25/05/2023,TRUE,FALSE,Huyện,Ba Vì,429500,424,436641,255,1049,77,103,0,12
25/05/2023,TRUE,FALSE,Huyện,Phúc Thọ,118500,117,122318,254,808,75,112,0,23
25/05/2023,TRUE,FALSE,Huyện,Thạch Thất,187500,184,188953,26,975,69,130,0,43
25/05/2023,TRUE,FALSE,Huyện,Quốc Oai,151000,148,157279,239,1148,77,145,0,34
25/05/2023,TRUE,FALSE,Huyện,Chương Mỹ,236500,232,240330,267,855,81,113,4,39
25/05/2023,TRUE,FALSE,Huyện,Đan Phượng,78500,77,80618,263,1104,68,99,0,49
25/05/2023,TRUE,FALSE,Huyện,Hoài Đức,84000,82,85838,26,970,68,102,0,43
25/05/2023,TRUE,FALSE,Huyện,Mỹ Đức,231000,226,233912,242,950,80,98,0,16
25/05/2023,TRUE,FALSE,Huyện,Ứng Hòa,187500,184,189854,26,1077,78,87,0,40
25/05/2023,TRUE,FALSE,Huyện,Thường Tín,131000,127,132869,26,1174,83,96,0,41
25/05/2023,TRUE,FALSE,Huyện,Phú Xuyên,175500,171,177474,262,1127,67,80,0,21
25/05/2023,TRUE,FALSE,Huyện,Mê Linh,245000,142,254618,252,943,79,149,0,35
25/05/2023,TRUE,FALSE,Huyện,Sơn Tây,148000,113,152136,245,1129,82,95,0,38
26/05/2023,TRUE,FALSE,Quận,Ba Đình,223500,92,135988,27,932,65,81,0,84
26/05/2023,TRUE,FALSE,Quận,Hoàn Kiếm,136800,53,140629,269,805,83,88,0,97
26/05/2023,TRUE,FALSE,Quận,Hai Bà Trưng,307000,101,312688,262,962,83,110,0,76
26/05/2023,TRUE,FALSE,Quận,Đống Đa,375800,99,383450,273,862,82,147,0,92
26/05/2023,TRUE,FALSE,Quận,Tây Hồ,162800,244,314766,257,1062,69,138,0,53
26/05/2023,TRUE,FALSE,Quận,Cầu Giấy,296500,123,298708,267,1004,84,105,0,88
26/05/2023,TRUE,FALSE,Quận,Thanh Xuân,296800,91,304093,267,1030,71,120,0,83
26/05/2023,TRUE,FALSE,Quận,Hoàng Mai,513000,403,517398,265,1128,83,148,0,70
26/05/2023,TRUE,FALSE,Quận,Long Biên,326000,599,332183,273,815,68,101,0,59
26/05/2023,TRUE,FALSE,Quận,Nam Từ Liêm,270000,322,275128,269,868,83,149,0,59
26/05/2023,TRUE,FALSE,Quận,Bắc Từ Liêm,340000,453,350004,273,801,69,104,0,67
26/05/2023,TRUE,FALSE,Quận,Hà Đông,404000,483,414700,265,860,77,137,0,73
26/05/2023,TRUE,FALSE,Huyện,Thanh Trì,280000,63,285897,258,1123,80,115,0,42
26/05/2023,TRUE,FALSE,Huyện,Gia Lâm,290500,115,298163,264,815,78,145,4,68
26/05/2023,TRUE,FALSE,Huyện,Đông Anh,412000,182,414357,255,1148,73,81,0,34
26/05/2023,TRUE,FALSE,Huyện,Sóc Sơn,347000,306,351546,246,857,74,91,5,37
26/05/2023,TRUE,FALSE,Huyện,Ba Vì,429500,424,436641,255,815,83,103,2,12
26/05/2023,TRUE,FALSE,Huyện,Phúc Thọ,118500,117,122318,254,1079,70,84,0,23
26/05/2023,TRUE,FALSE,Huyện,Thạch Thất,187500,184,188953,26,1151,74,85,0,43
26/05/2023,TRUE,FALSE,Huyện,Quốc Oai,151000,148,157279,239,914,69,134,0,34
26/05/2023,TRUE,FALSE,Huyện,Chương Mỹ,236500,232,240330,267,1124,78,120,0,39
26/05/2023,TRUE,FALSE,Huyện,Đan Phượng,78500,77,80618,263,937,72,101,0,49
26/05/2023,TRUE,FALSE,Huyện,Hoài Đức,84000,82,85838,26,1059,70,129,0,43
26/05/2023,TRUE,FALSE,Huyện,Mỹ Đức,231000,226,233912,242,1087,82,149,0,16
26/05/2023,TRUE,FALSE,Huyện,Ứng Hòa,187500,184,189854,26,1006,79,122,0,40
26/05/2023,TRUE,FALSE,Huyện,Thường Tín,131000,127,132869,26,910,77,138,0,41
26/05/2023,TRUE,FALSE,Huyện,Phú Xuyên,175500,171,177474,262,1038,71,132,0,21
26/05/2023,TRUE,FALSE,Huyện,Mê Linh,245000,142,254618,252,950,83,105,3,35
26/05/2023,TRUE,FALSE,Huyện,Sơn Tây,148000,113,152136,245,947,69,99,0,38
27/05/2023,FALSE,FALSE,Quận,Ba Đình,223500,92,135988,27,1021,71,129,0,84
27/05/2023,FALSE,FALSE,Quận,Hoàn Kiếm,136800,53,140629,269,834,75,97,0,97
27/05/2023,FALSE,FALSE,Quận,Hai Bà Trưng,307000,101,312688,262,1131,82,133,0,76
27/05/2023,FALSE,FALSE,Quận,Đống Đa,375800,99,383450,273,1182,74,118,0,92
27/05/2023,FALSE,FALSE,Quận,Tây Hồ,162800,244,314766,257,967,78,90,0,53
27/05/2023,FALSE,FALSE,Quận,Cầu Giấy,296500,123,298708,267,1192,77,111,0,88
27/05/2023,FALSE,FALSE,Quận,Thanh Xuân,296800,91,304093,267,1026,70,114,0,83
27/05/2023,FALSE,FALSE,Quận,Hoàng Mai,513000,403,517398,265,1055,70,102,0,70
27/05/2023,FALSE,FALSE,Quận,Long Biên,326000,599,332183,273,999,71,143,0,59
27/05/2023,FALSE,FALSE,Quận,Nam Từ Liêm,270000,322,275128,269,1060,66,105,0,59
27/05/2023,FALSE,FALSE,Quận,Bắc Từ Liêm,340000,453,350004,273,1167,77,133,0,67
27/05/2023,FALSE,FALSE,Quận,Hà Đông,404000,483,414700,265,1125,80,117,2,73
27/05/2023,FALSE,FALSE,Huyện,Thanh Trì,280000,63,285897,258,984,76,137,0,42
27/05/2023,FALSE,FALSE,Huyện,Gia Lâm,290500,115,298163,264,1070,75,128,0,68
27/05/2023,FALSE,FALSE,Huyện,Đông Anh,412000,182,414357,255,1120,67,99,4,34
27/05/2023,FALSE,FALSE,Huyện,Sóc Sơn,347000,306,351546,246,1086,81,99,0,37
27/05/2023,FALSE,FALSE,Huyện,Ba Vì,429500,424,436641,255,824,79,87,0,12
27/05/2023,FALSE,FALSE,Huyện,Phúc Thọ,118500,117,122318,254,1044,74,141,0,23
27/05/2023,FALSE,FALSE,Huyện,Thạch Thất,187500,184,188953,26,1181,79,88,0,43
27/05/2023,FALSE,FALSE,Huyện,Quốc Oai,151000,148,157279,239,965,74,127,0,34
27/05/2023,FALSE,FALSE,Huyện,Chương Mỹ,236500,232,240330,267,848,70,147,0,39
27/05/2023,FALSE,FALSE,Huyện,Đan Phượng,78500,77,80618,263,1086,66,110,0,49
27/05/2023,FALSE,FALSE,Huyện,Hoài Đức,84000,82,85838,26,974,71,89,0,43
27/05/2023,FALSE,FALSE,Huyện,Mỹ Đức,231000,226,233912,242,1148,75,88,0,16
27/05/2023,FALSE,FALSE,Huyện,Ứng Hòa,187500,184,189854,26,883,80,141,0,40
27/05/2023,FALSE,FALSE,Huyện,Thường Tín,131000,127,132869,26,1143,76,140,0,41
27/05/2023,FALSE,FALSE,Huyện,Phú Xuyên,175500,171,177474,262,883,76,80,5,21
27/05/2023,FALSE,FALSE,Huyện,Mê Linh,245000,142,254618,252,855,78,147,0,35
27/05/2023,FALSE,FALSE,Huyện,Sơn Tây,148000,113,152136,245,1009,81,93,0,38
28/05/2023,FALSE,FALSE,Quận,Ba Đình,223500,92,135988,27,1132,75,116,6,84
28/05/2023,FALSE,FALSE,Quận,Hoàn Kiếm,136800,53,140629,269,1131,71,119,0,97
28/05/2023,FALSE,FALSE,Quận,Hai Bà Trưng,307000,101,312688,262,1022,70,131,0,76
28/05/2023,FALSE,FALSE,Quận,Đống Đa,375800,99,383450,273,1165,69,110,0,92
28/05/2023,FALSE,FALSE,Quận,Tây Hồ,162800,244,314766,257,1038,72,114,0,53
28/05/2023,FALSE,FALSE,Quận,Cầu Giấy,296500,123,298708,267,1185,74,105,0,88
28/05/2023,FALSE,FALSE,Quận,Thanh Xuân,296800,91,304093,267,938,65,80,0,83
28/05/2023,FALSE,FALSE,Quận,Hoàng Mai,513000,403,517398,265,1027,72,107,0,70
28/05/2023,FALSE,FALSE,Quận,Long Biên,326000,599,332183,273,844,79,97,0,59
28/05/2023,FALSE,FALSE,Quận,Nam Từ Liêm,270000,322,275128,269,945,65,99,0,59
28/05/2023,FALSE,FALSE,Quận,Bắc Từ Liêm,340000,453,350004,273,1138,74,87,0,67
28/05/2023,FALSE,FALSE,Quận,Hà Đông,404000,483,414700,265,1078,69,137,0,73
28/05/2023,FALSE,FALSE,Huyện,Thanh Trì,280000,63,285897,258,858,78,111,0,42
28/05/2023,FALSE,FALSE,Huyện,Gia Lâm,290500,115,298163,264,1169,75,149,0,68
28/05/2023,FALSE,FALSE,Huyện,Đông Anh,412000,182,414357,255,894,74,121,0,34
28/05/2023,FALSE,FALSE,Huyện,Sóc Sơn,347000,306,351546,246,1052,69,104,0,37
28/05/2023,FALSE,FALSE,Huyện,Ba Vì,429500,424,436641,255,933,82,90,0,12
28/05/2023,FALSE,FALSE,Huyện,Phúc Thọ,118500,117,122318,254,1169,80,90,0,23
28/05/2023,FALSE,FALSE,Huyện,Thạch Thất,187500,184,188953,26,1088,67,98,4,43
28/05/2023,FALSE,FALSE,Huyện,Quốc Oai,151000,148,157279,239,906,81,116,0,34
28/05/2023,FALSE,FALSE,Huyện,Chương Mỹ,236500,232,240330,267,808,79,124,0,39
28/05/2023,FALSE,FALSE,Huyện,Đan Phượng,78500,77,80618,263,935,70,92,0,49
28/05/2023,FALSE,FALSE,Huyện,Hoài Đức,84000,82,85838,26,824,76,90,0,43
28/05/2023,FALSE,FALSE,Huyện,Mỹ Đức,231000,226,233912,242,1157,76,143,0,16
28/05/2023,FALSE,FALSE,Huyện,Ứng Hòa,187500,184,189854,26,1010,69,115,0,40
28/05/2023,FALSE,FALSE,Huyện,Thường Tín,131000,127,132869,26,1055,77,97,4,41
28/05/2023,FALSE,FALSE,Huyện,Phú Xuyên,175500,171,177474,262,959,69,96,0,21
28/05/2023,FALSE,FALSE,Huyện,Mê Linh,245000,142,254618,252,898,73,90,0,35
28/05/2023,FALSE,FALSE,Huyện,Sơn Tây,148000,113,152136,245,1181,83,125,0,38
29/05/2023,FALSE,FALSE,Quận,Ba Đình,223500,92,135988,27,1198,78,119,5,84
29/05/2023,FALSE,FALSE,Quận,Hoàn Kiếm,136800,53,140629,269,802,79,101,0,97
29/05/2023,FALSE,FALSE,Quận,Hai Bà Trưng,307000,101,312688,262,884,70,105,2,76
29/05/2023,FALSE,FALSE,Quận,Đống Đa,375800,99,383450,273,1060,70,122,0,92
29/05/2023,FALSE,FALSE,Quận,Tây Hồ,162800,244,314766,257,823,74,110,0,53
29/05/2023,FALSE,FALSE,Quận,Cầu Giấy,296500,123,298708,267,819,70,104,0,88
29/05/2023,FALSE,FALSE,Quận,Thanh Xuân,296800,91,304093,267,1165,72,142,0,83
29/05/2023,FALSE,FALSE,Quận,Hoàng Mai,513000,403,517398,265,1002,80,131,0,70
29/05/2023,FALSE,FALSE,Quận,Long Biên,326000,599,332183,273,1093,77,80,4,59
29/05/2023,FALSE,FALSE,Quận,Nam Từ Liêm,270000,322,275128,269,1120,82,95,0,59
29/05/2023,FALSE,FALSE,Quận,Bắc Từ Liêm,340000,453,350004,273,1045,77,142,0,67
29/05/2023,FALSE,FALSE,Quận,Hà Đông,404000,483,414700,265,1047,66,132,0,73
29/05/2023,FALSE,FALSE,Huyện,Thanh Trì,280000,63,285897,258,1125,79,84,4,42
29/05/2023,FALSE,FALSE,Huyện,Gia Lâm,290500,115,298163,264,954,70,121,0,68
29/05/2023,FALSE,FALSE,Huyện,Đông Anh,412000,182,414357,255,998,74,132,3,34
29/05/2023,FALSE,FALSE,Huyện,Sóc Sơn,347000,306,351546,246,807,68,93,0,37
29/05/2023,FALSE,FALSE,Huyện,Ba Vì,429500,424,436641,255,829,73,109,0,12
29/05/2023,FALSE,FALSE,Huyện,Phúc Thọ,118500,117,122318,254,1104,66,125,0,23
29/05/2023,FALSE,FALSE,Huyện,Thạch Thất,187500,184,188953,26,1025,66,106,0,43
29/05/2023,FALSE,FALSE,Huyện,Quốc Oai,151000,148,157279,239,966,72,99,0,34
29/05/2023,FALSE,FALSE,Huyện,Chương Mỹ,236500,232,240330,267,928,73,82,4,39
29/05/2023,FALSE,FALSE,Huyện,Đan Phượng,78500,77,80618,263,1146,73,99,0,49
29/05/2023,FALSE,FALSE,Huyện,Hoài Đức,84000,82,85838,26,960,72,127,0,43
29/05/2023,FALSE,FALSE,Huyện,Mỹ Đức,231000,226,233912,242,973,76,105,0,16
29/05/2023,FALSE,FALSE,Huyện,Ứng Hòa,187500,184,189854,26,898,83,119,0,40
29/05/2023,FALSE,FALSE,Huyện,Thường Tín,131000,127,132869,26,974,82,108,0,41
29/05/2023,FALSE,FALSE,Huyện,Phú Xuyên,175500,171,177474,262,1061,65,141,0,21
29/05/2023,FALSE,FALSE,Huyện,Mê Linh,245000,142,254618,252,1058,71,122,0,35
29/05/2023,FALSE,FALSE,Huyện,Sơn Tây,148000,113,152136,245,997,71,86,0,38
30/05/2023,FALSE,FALSE,Quận,Ba Đình,223500,92,135988,27,995,74,126,0,84
30/05/2023,FALSE,FALSE,Quận,Hoàn Kiếm,136800,53,140629,269,918,69,101,3,97
30/05/2023,FALSE,FALSE,Quận,Hai Bà Trưng,307000,101,312688,262,825,72,100,0,76
30/05/2023,FALSE,FALSE,Quận,Đống Đa,375800,99,383450,273,842,68,89,0,92
30/05/2023,FALSE,FALSE,Quận,Tây Hồ,162800,244,314766,257,1159,79,80,4,53
30/05/2023,FALSE,FALSE,Quận,Cầu Giấy,296500,123,298708,267,991,66,107,0,88
30/05/2023,FALSE,FALSE,Quận,Thanh Xuân,296800,91,304093,267,944,77,104,5,83
30/05/2023,FALSE,FALSE,Quận,Hoàng Mai,513000,403,517398,265,1019,73,82,0,70
30/05/2023,FALSE,FALSE,Quận,Long Biên,326000,599,332183,273,1090,74,88,0,59
30/05/2023,FALSE,FALSE,Quận,Nam Từ Liêm,270000,322,275128,269,1075,74,86,0,59
30/05/2023,FALSE,FALSE,Quận,Bắc Từ Liêm,340000,453,350004,273,874,82,90,0,67
30/05/2023,FALSE,FALSE,Quận,Hà Đông,404000,483,414700,265,800,76,105,0,73
30/05/2023,FALSE,FALSE,Huyện,Thanh Trì,280000,63,285897,258,1057,75,138,0,42
30/05/2023,FALSE,FALSE,Huyện,Gia Lâm,290500,115,298163,264,949,67,99,0,68
30/05/2023,FALSE,FALSE,Huyện,Đông Anh,412000,182,414357,255,1145,84,85,4,34
30/05/2023,FALSE,FALSE,Huyện,Sóc Sơn,347000,306,351546,246,1151,84,108,4,37
30/05/2023,FALSE,FALSE,Huyện,Ba Vì,429500,424,436641,255,1051,70,125,0,12
30/05/2023,FALSE,FALSE,Huyện,Phúc Thọ,118500,117,122318,254,1092,75,148,0,23
30/05/2023,FALSE,FALSE,Huyện,Thạch Thất,187500,184,188953,26,1051,76,148,0,43
30/05/2023,FALSE,FALSE,Huyện,Quốc Oai,151000,148,157279,239,1023,67,148,0,34
30/05/2023,FALSE,FALSE,Huyện,Chương Mỹ,236500,232,240330,267,961,68,144,0,39
30/05/2023,FALSE,FALSE,Huyện,Đan Phượng,78500,77,80618,263,1008,73,126,0,49
30/05/2023,FALSE,FALSE,Huyện,Hoài Đức,84000,82,85838,26,827,75,147,0,43
30/05/2023,FALSE,FALSE,Huyện,Mỹ Đức,231000,226,233912,242,902,81,132,6,16
30/05/2023,FALSE,FALSE,Huyện,Ứng Hòa,187500,184,189854,26,990,70,127,4,40
30/05/2023,FALSE,FALSE,Huyện,Thường Tín,131000,127,132869,26,1151,71,130,0,41
30/05/2023,FALSE,FALSE,Huyện,Phú Xuyên,175500,171,177474,262,1030,66,80,0,21
30/05/2023,FALSE,FALSE,Huyện,Mê Linh,245000,142,254618,252,941,74,128,0,35
30/05/2023,FALSE,FALSE,Huyện,Sơn Tây,148000,113,152136,245,1055,69,142,0,38
31/05/2023,FALSE,FALSE,Quận,Ba Đình,223500,92,135988,27,800,69,82,0,84
31/05/2023,FALSE,FALSE,Quận,Hoàn Kiếm,136800,53,140629,269,871,81,134,0,97
31/05/2023,FALSE,FALSE,Quận,Hai Bà Trưng,307000,101,312688,262,1190,80,115,6,76
31/05/2023,FALSE,FALSE,Quận,Đống Đa,375800,99,383450,273,888,71,96,0,92
31/05/2023,FALSE,FALSE,Quận,Tây Hồ,162800,244,314766,257,872,83,133,0,53
31/05/2023,FALSE,FALSE,Quận,Cầu Giấy,296500,123,298708,267,1057,81,138,0,88
31/05/2023,FALSE,FALSE,Quận,Thanh Xuân,296800,91,304093,267,980,75,138,0,83
31/05/2023,FALSE,FALSE,Quận,Hoàng Mai,513000,403,517398,265,1136,81,144,4,70
31/05/2023,FALSE,FALSE,Quận,Long Biên,326000,599,332183,273,1112,83,143,2,59
31/05/2023,FALSE,FALSE,Quận,Nam Từ Liêm,270000,322,275128,269,960,67,130,0,59
31/05/2023,FALSE,FALSE,Quận,Bắc Từ Liêm,340000,453,350004,273,962,79,132,0,67
31/05/2023,FALSE,FALSE,Quận,Hà Đông,404000,483,414700,265,809,68,136,5,73
31/05/2023,FALSE,FALSE,Huyện,Thanh Trì,280000,63,285897,258,844,74,136,0,42
31/05/2023,FALSE,FALSE,Huyện,Gia Lâm,290500,115,298163,264,993,76,131,0,68
31/05/2023,FALSE,FALSE,Huyện,Đông Anh,412000,182,414357,255,867,76,95,0,34
31/05/2023,FALSE,FALSE,Huyện,Sóc Sơn,347000,306,351546,246,1111,76,128,0,37
31/05/2023,FALSE,FALSE,Huyện,Ba Vì,429500,424,436641,255,1153,77,124,0,12
31/05/2023,FALSE,FALSE,Huyện,Phúc Thọ,118500,117,122318,254,938,80,91,0,23
31/05/2023,FALSE,FALSE,Huyện,Thạch Thất,187500,184,188953,26,914,83,139,0,43
31/05/2023,FALSE,FALSE,Huyện,Quốc Oai,151000,148,157279,239,829,65,101,0,34
31/05/2023,FALSE,FALSE,Huyện,Chương Mỹ,236500,232,240330,267,810,65,134,0,39
31/05/2023,FALSE,FALSE,Huyện,Đan Phượng,78500,77,80618,263,923,78,115,3,49
31/05/2023,FALSE,FALSE,Huyện,Hoài Đức,84000,82,85838,26,982,76,136,0,43
31/05/2023,FALSE,FALSE,Huyện,Mỹ Đức,231000,226,233912,242,1050,72,146,3,16
